"estErrorRecur" "sigma2Forecast"
"1" -0.00806814142726919 0.000284687212837235
"2" -0.0162480413413793 0.000283178955535738
"3" -0.00777440014052403 0.00028649352470912
"4" -0.0114921875855654 0.000284152657853818
"5" 0.00359170968062928 0.00028285491300701
"6" 0.027875872443771 0.000280892235847808
"7" 0.00252863898559244 0.000304496243423632
"8" 0.00871807054949269 0.00029076465099552
"9" 0.00370522029598984 0.000286411367445343
"10" -0.0161775409250804 0.000280998214814236
"11" -0.00470139758113363 0.000279539949636987
"12" -0.00390604579851803 0.000277309603813745
"13" 0.00767654580233251 0.000274716545220212
"14" 0.00292732516608282 0.000275498768319332
"15" 0.00156244751384557 0.000273491335438179
"16" 0.00155858037688103 0.000272226588020914
"17" 0.00155700007093343 0.000270858031852147
"18" 0.00154441577289678 0.00026988124053239
"19" -0.0124946431889206 0.000268800635152468
"20" 0.00447077643624804 0.000270499415046882
"21" 0.000506845783659801 0.000269562649521452
"22" -0.000943734220388098 0.000267225026103169
"23" 0.000457862025502157 0.000265706896274557
"24" -0.0103659928565278 0.000264921221715147
"25" -0.0034362217686394 0.000264904528841275
"26" 0.00724702691733342 0.000263612339302101
"27" 0.00550718581505618 0.000264056521700022
"28" -0.00277419655184464 0.000262745168490512
"29" -0.000762488841166573 0.000261740423501502
"30" -0.0117137401514245 0.00026064328955831
"31" -0.000227371615154897 0.000260850560200858
"32" -0.010486790549841 0.000259664823863263
"33" -0.00208623410546002 0.000260313525227992
"34" -0.00469270169702594 0.000258332928591546
"35" 0.0085106121079292 0.00025744637016662
"36" 0.00712480394752234 0.000258548051223032
"37" 0.011825567809253 0.000257064992181168
"38" -0.00012512590245291 0.000259129753052498
"39" -0.00857623881837837 0.000255617531645752
"40" -0.00361020493447236 0.000254402980641859
"41" -0.0190108220013561 0.00025286760354084
"42" 0.0117611216726987 0.000258188423828912
"43" 0.00681643325524895 0.000260100649082904
"44" 0.00808649012709725 0.000255592899871554
"45" -0.0238941327627698 0.000254337051856878
"46" -0.0662331926056449 0.000278003273142144
"47" -0.00442352858616923 0.000962533222865383
"48" 0.0191022975620631 0.000918160138449561
"49" -0.0140117180884642 0.000894891701496813
"50" 0.019729717735592 0.000807244305439743
"51" -0.0110757383808285 0.000685426549632389
"52" -0.00684656683554338 0.000530209342139865
"53" 0.0117313858573359 0.000412182008880875
"54" -0.00145672519562853 0.000361211707282288
"55" -0.0300485397378655 0.000304513278372062
"56" 0.0110713904877071 0.00037787593904696
"57" 0.00911592724795034 0.000342662600973719
"58" -0.0110419543042399 0.000305249835647968
"59" 0.00989433855909145 0.000287554763358298
"60" -0.0071418812242202 0.000273972429176126
"61" -0.00368180712673607 0.000263669392975749
"62" -0.00258629801309997 0.000259362742173098
"63" 0.00999263421394219 0.000257134150383187
"64" -0.00246785236338373 0.000259992220576073
"65" 0.0186744344715491 0.000256916745161869
"66" 0.0171579113267725 0.000268362502801147
"67" -0.00287972036191415 0.000269689820126946
"68" 0.00449050682659841 0.000260528440412508
"69" -0.0178134666579405 0.000256923338855766
"70" 0.0206953739643016 0.00025816418671312
"71" 0.00861136985054153 0.000284627283195411
"72" -0.00916805721677354 0.000268035134418312
"73" 0.00159521340788606 0.000261316568907064
"74" 0.00833405197397671 0.000256188416006015
"75" -0.0211275577782632 0.00025684332184239
"76" 0.000113359842510652 0.000267515904537759
"77" -6.92498272800526e-05 0.000258947017443837
"78" -0.00136109231307396 0.000253593831587542
"79" -0.0276833115726015 0.000251478327995008
"80" 0.00421270536847917 0.000294313821148355
"81" 0.00322157067323976 0.000275652909340815
"82" 0.00219352072634311 0.000261795089151795
"83" 0.00175304779553427 0.00025575489710019
"84" 0.00642611317299963 0.000252443982818651
"85" 0.010477306441133 0.000252134611656163
"86" -0.00216331179791852 0.000252639538413971
