"recursivePar" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"1" 0.9561845 0.994848065084432 0.99484840465724 0.994849589586127 0.994849260222124 0.99484935724074 0.994849101134674 0.994850962056612 0.994850655766984 0.994850468724514 0.994850124151915 0.994850920636749 0.994850688708377 0.994850557844149 0.994850242896445 0.99484995614364 0.994849644922874 0.994849268761272 0.994848973025608 0.994848609426656 0.99484924140716 0.994849002572795 0.994848751883615 0.994848677525634 0.994848070174389 0.994848222717835 0.994848166123444 0.994848031000328 0.994847646415892 0.994847648686269 0.994847648686269 0.99484792435937 0.99484792435937 0.994848189372754 0.994847838908461 0.994847826428986 0.994847781152274 0.994847781152274 0.994847781152274 0.994847732012112 0.994847732012112 0.994847722226884 0.994857023468165 0.994868228426953 0.994877045146339 0.994879282723872 0.99489316351474 0.995787049487873 0.996125080783801 0.997059854433294 0.997592162543597 0.998018658132871 0.998020504637251 0.998020820431912 0.998020753579432 0.998020778489162 0.998020865745218 0.998020861861643 0.998020875433933 0.998020899978391 0.998020904361232 0.998020906234654 0.998020865772866 0.9980203158526 0.998020387035455 0.99802102398726 0.998020841764302 0.998020786077629 0.998020561226874 0.998020593260446 0.998020590365872 0.998020590405128 0.998020599805905 0.998020598211191 0.998020598227112 0.998020598438513 0.9980205984392 0.998020598438002
"2" 0.6832274 0.920316179693268 0.919843342793604 0.918468550904492 0.919772031363258 0.921394142333995 0.919018154333202 0.914307652943853 0.92451957901964 0.917961508241476 0.931088178275284 0.916258646674017 0.9177921295493 0.91848513758752 0.91752437600906 0.920525046142922 0.921403220743312 0.920391434131381 0.918820181217789 0.915394991368234 0.920309351446116 0.919089133642688 0.925226111684516 0.91752425869916 0.919626207846937 0.925178003424706 0.91974948339588 0.923947370147251 0.914976175066391 0.923068064148065 0.923068064148065 0.923168370439396 0.923168370439396 0.920232820631468 0.921700342011722 0.92527159598365 0.923831506692347 0.923831506692347 0.923831506692347 0.931102693850387 0.931102693850387 0.940213043632646 0.955718673182492 0.955730433227138 0.955739749651043 0.955742093852308 0.955756695155307 0.956703733806605 0.95706181868150 0.99581230157463 0.995949279699543 0.995907987456934 0.995905968023677 0.99590651670103 0.995906670954999 0.995906777667577 0.995906850655935 0.995906807880306 0.99590690544004 0.995906926935825 0.995906892854513 0.99590698620266 0.995905814897996 0.995903489057467 0.995902800901004 0.99590465623573 0.995904137757344 0.995904131490983 0.995904207127414 0.995904254093404 0.99590422490318 0.995904224726833 0.995904207907528 0.995904210342532 0.995904210380044 0.995904209983826 0.995904209984869 0.995904209979143
"3" 0.0009352358 -0.000892604701038993 -0.0007480820656002 -0.000535091769671795 -0.000434705216537497 -0.000288268941533687 -0.000270289720921428 -0.000520711766149068 -0.000513226810739116 -0.000689629026542277 -0.000749919963841042 -0.000744071288175527 -0.000727153507540911 -0.000590615767155247 -0.000572016220535275 -0.000548963059724566 -0.000562510850080585 -0.000577156320516675 -0.000465155679482608 -0.000479762584592606 -0.000185967911633779 -0.000291841856019843 -0.00026645994334994 -0.000278043254413136 -0.000254085147860332 -0.000134240331854654 -0.000203287814186144 -0.000234264988142675 -0.000320236452358471 -0.000125680199202592 -0.000125680199202592 6.24842363303344e-05 6.24842363303344e-05 0.000135831012899082 0.000258581733217226 0.000386182288544091 0.000367678139543869 0.000367678139543869 0.000367678139543869 0.000356571878726194 0.000356571878726194 0.000360050324017959 0.000343958126774841 0.000270129230994844 0.000328616080483623 0.000182514011283771 0.000360242581995034 0.000543438281761378 0.000555273119646093 0.00049452015758537 0.00047640855486387 0.000454097981699761 0.000503928613401372 0.000488362043579022 0.000467319102320902 0.000439908633665690 0.000460449952903496 0.000443145319120351 0.000426221844841998 0.000419933939687344 0.000414869393114348 0.000414728913906963 0.000388516671536427 0.000106549390149881 7.2671151285738e-05 0.000120567123280437 0.000178074045495742 9.7945987643613e-05 -7.59611597996108e-05 -6.22954688799e-05 -3.40875105376619e-05 -3.98366389096007e-05 -3.14747555308797e-05 0.000140360506142702 0.000137030056417973 3.18550003724825e-05 5.67152591779406e-05 5.39630076934255e-05
"4" -0.01301391 0.00986799787643746 0.00981785682561936 0.00980067266412906 0.00979307519540746 0.00991842784152132 0.0099462308154327 0.00997809543103924 0.0102273603569459 0.00982007269249838 0.0106138034996683 0.00970947917249936 0.00973349247317676 0.00978819923085329 0.00988975672508762 0.00997928808608617 0.00998921239381638 0.0100831593568114 0.0100785661942061 0.0100413067620517 0.0102801548046352 0.0100261040966867 0.0104851285757298 0.0101807767826769 0.0102837770274840 0.0106579386928734 0.0103549369519941 0.0104208642938115 0.0104419260105501 0.0104683339966869 0.0104683339966869 0.0103640342447623 0.0103640342447623 0.0101792788010047 0.0100594579774437 0.0104868908774898 0.0101869837692066 0.0101869837692066 0.0101869837692066 0.0100223539679893 0.0100223539679893 0.00927405108459864 0.0091376979275738 0.00942396003316432 0.00965989755078972 0.0104072547940751 0.0110020032561636 0.0447757938774442 0.0351132931322794 0.0272620950563161 0.0232768811418916 0.018114086005982 0.0143787575085908 0.0129636692744343 0.0119905450288436 0.0143689660490517 0.0117877798025105 0.0113570650907645 0.00994742482771406 0.0097852544599844 0.00888237701645412 0.00935265827925693 0.00446945559951827 0.00277466044107462 0.00220843678274074 0.00238726983643271 0.00161025793713839 0.00158735708892515 0.00156908968081276 0.000877822242429482 0.00129717154054888 0.0011576489253751 0.000856461486430672 0.000975336788002924 0.00134790145903667 0.00103166293208074 0.00151408017882710 0.00161345517518596
"5" 5.633237e-07 1.97463795832914e-07 2.98641825040864e-07 6.55541615439767e-07 5.52223830890509e-07 5.81622836846608e-07 4.9787730216477e-07 1.0782848575665e-06 9.80326068298621e-07 9.17240893056337e-07 8.08073659776185e-07 1.04807967760038e-06 9.7332443946319e-07 9.29629610043208e-07 8.28263620157239e-07 7.3674156005193e-07 6.38676219751543e-07 5.23959068851472e-07 4.30184132741483e-07 3.13750088770189e-07 5.20986018741042e-07 4.47114696970326e-07 3.65867900162053e-07 3.43735619702534e-07 1.49971494198764e-07 1.97457828953980e-07 1.80999343371349e-07 1.37116090199469e-07 2.43542899709903e-08 2.48170196187814e-08 2.48170196187814e-08 1.12639065493352e-07 1.12639065493352e-07 1.90675322311567e-07 7.85298918376975e-08 7.36553002613728e-08 5.82725336325105e-08 5.82725336325105e-08 5.82725336325105e-08 4.21480665065833e-08 4.21480665065833e-08 3.96564180510983e-08 4.99870783038602e-07 7.14444571519332e-07 6.35477519579655e-07 7.24347605428414e-07 1.07135624104655e-06 9.73075682961576e-07 7.49797056896168e-07 6.30406971737654e-07 8.6754243680883e-07 1.01991158060463e-06 6.68359756141314e-07 5.94938604897312e-07 5.79811508174071e-07 6.90408358767705e-07 5.28256803108136e-07 4.80648700468402e-07 3.9302578571492e-07 3.96277281936241e-07 3.15551135958661e-07 3.65826849896781e-07 5.89250892417611e-12 2.89904208990508e-07 1.64345462757272e-07 2.62939094057869e-07 4.32592301191059e-09 6.68001185126836e-09 1.48808979730983e-09 7.40574981685614e-11 2.37635078996149e-11 5.66805816086238e-11 1.12058896359625e-10 1.52007960705075e-11 9.39512741742653e-11 4.63630151704902e-11 5.21897274659404e-11 7.00399588860905e-12
"6" 3.251843e-05 3.11173708339723e-05 3.2233258200049e-05 3.18422538396303e-05 3.23281934616941e-05 3.30580988618786e-05 3.38292660975404e-05 3.24852571197998e-05 3.16991935167093e-05 3.14594230570552e-05 3.02279782696040e-05 3.15576419759218e-05 3.17753198381102e-05 3.23253632366634e-05 3.28828128278057e-05 3.23870895247322e-05 3.19044803170462e-05 3.16227762205318e-05 3.34504834271288e-05 3.25429864136704e-05 3.49009158798874e-05 3.38129279965595e-05 3.43180076367362e-05 3.39500882995338e-05 3.51012296414162e-05 3.74414809848047e-05 3.67227421527369e-05 3.61394460265111e-05 3.67778593763754e-05 3.72571447309385e-05 3.72571447309385e-05 3.76178699976540e-05 3.76178699976540e-05 3.81559440693549e-05 4.04421033876443e-05 4.0798451463238e-05 4.0243570154702e-05 4.0243570154702e-05 4.0243570154702e-05 3.9193733977846e-05 3.9193733977846e-05 3.23214929444448e-05 2.63786277431307e-05 2.52448303766014e-05 2.67435349115751e-05 2.45870133364079e-05 2.75808220880034e-05 0.000250349352783659 0.000266011829249694 0.000331304010100583 0.000293810285714182 0.000318186656221537 0.000490609568463288 0.000512882603348201 0.00047200266120737 0.000507695860367025 0.000499984417292463 0.000515207486756381 0.000499115282862763 0.000488857029981576 0.000471047044673672 0.000459151534620799 0.00032681340484896 0.000116541205112089 0.000117512396540782 0.000106440887693623 0.000110294237779911 0.000111421900013239 0.000114630987285299 0.000112358812143844 0.000123405972227664 0.00012339806742933 0.000116697683757558 0.000120216094415951 0.000120215022847652 0.000120206978222680 0.000120207015272798 0.000120207026574556
"7" 0.07237832 0.0723784858772547 0.0723784449112198 0.0723783016142993 0.0723783488740235 0.0723783362519955 0.0723783749150728 0.0723781170234981 0.0723781613613821 0.0723781914881607 0.0723782394785464 0.0723781393803232 0.072378173707348 0.0723781951242118 0.0723782422865 0.0723782813341501 0.0723783270532029 0.0723783769836041 0.0723784172811095 0.0723784698790477 0.0723783817109379 0.07237841393711 0.072378448816045 0.07237845774198 0.0723785455601031 0.0723785299405209 0.0723785363862403 0.0723785565730255 0.072378602406878 0.0723786011090902 0.0723786011090902 0.0723785652638016 0.0723785652638016 0.0723785341934171 0.072378585665787 0.0723785889027172 0.0723785963433801 0.0723785963433801 0.0723785963433801 0.072378603718734 0.072378603718734 0.0723786044792102 0.0723810920801576 0.0723844339267302 0.0723872777967297 0.0723879059246355 0.0723919792951433 0.0726741912013292 0.0727810563698411 0.0720029513414869 0.0708562174637287 0.0701484114942571 0.0701383310377856 0.0701366121013743 0.0701355283236613 0.0701354349653534 0.0701365920239124 0.0701364894415846 0.0701360648874683 0.0701360202577028 0.0701358121569207 0.0701356662363285 0.0701385621633146 0.0701396841485891 0.0701390676265436 0.0701437911885969 0.070143786813725 0.0701437181344438 0.070144813019792 0.0701444933397539 0.0701444846301903 0.0701444845984655 0.0701445077816257 0.0701444989074758 0.0701444989388696 0.0701444979952933 0.0701444980030688 0.0701444979097523
"8" 0.07220622 0.072206426441768 0.0722064272540462 0.0722064275143728 0.0722064270880403 0.0722064278695129 0.0722064302112876 0.072206430790381 0.0722064318632972 0.0722064344171237 0.0722064349816461 0.072206438079786 0.0722064405103073 0.0722064397086663 0.0722064396124535 0.072206441487657 0.0722064407708006 0.072206438558937 0.0722064402537167 0.072206442310609 0.0722064309208249 0.0722064308693991 0.0722064340159688 0.0722064336995477 0.072206437178854 0.0722064335973094 0.0722064324118113 0.0722064334995507 0.0722064264925991 0.0722064263242175 0.0722064263242175 0.0722064225019871 0.0722064225019871 0.0722064234331048 0.0722064241623889 0.0722064233320264 0.0722064248640201 0.0722064248640201 0.0722064248640201 0.0722064254140345 0.0722064254140345 0.0722064248488656 0.0722084518980286 0.0722110482960249 0.072213182595004 0.072213686172762 0.0722168836934062 0.0724308684883086 0.0725118588319799 0.0717010714706117 0.070453077464537 0.00104882335691297 3.70846347518856e-07 2.55753275706963e-08 1.16991161821426e-07 2.46875753932794e-07 6.28895421094666e-07 6.38771330359302e-08 1.06631937273832e-07 9.83250116786688e-08 6.41891683558983e-07 6.93023376240712e-08 0.186819071539265 0.574850933189512 0.621345692503446 0.602520400320124 0.568285928426888 0.536692306062445 0.478481448845078 0.496191583364325 0.496192811416715 0.496295732738309 0.496267440045609 0.49623576940913 0.496312244845812 0.496478508882037 0.496481206325544 0.496468086756233
"9" 0.920103 0.920103138284807 0.920103174052035 0.920103296330281 0.920103262020642 0.920103270768869 0.920103245547154 0.920103436331781 0.920103405341054 0.920103387764615 0.920103353347172 0.9201034366301 0.920103412257498 0.920103399589114 0.920103367648122 0.920103339607508 0.920103307288955 0.920103269342264 0.920103241370252 0.92010320407086 0.920103264989315 0.920103240073328 0.920103215056885 0.920103207265291 0.920103144616036 0.920103158317624 0.920103153036803 0.920103139100706 0.920103101111612 0.920103102079446 0.920103102079446 0.920103128984768 0.920103128984768 0.920103156938753 0.920103121130416 0.920103119859337 0.92010311459587 0.92010311459587 0.92010311459587 0.92010310929075 0.92010310929075 0.92010310843892 0.920105096830937 0.920107550831855 0.92010949554596 0.920109979645536 0.92011300155579 0.920309918219921 0.92038458792387 0.919635437353717 0.918413381566646 0.917602406196693 0.917606270226423 0.917603890220571 0.917604492108475 0.917604683707561 0.91760238572125 0.917602299155721 0.917601922134798 0.917601736734379 0.917601711428185 0.91760181143796 0.917601163926488 0.917612759541367 0.917614313849345 0.917597589786736 0.917597417079594 0.91759790846509 0.917597563120908 0.917597665860558 0.917597846547608 0.917597847003833 0.917598046363022 0.917598052690548 0.917598052755121 0.917598053577528 0.91759805358813 0.917598053516647
"10" 0.9202217 0.92022205437694 0.920222113253365 0.920222316370124 0.920222257120066 0.920222274386376 0.920222227450079 0.920222557262195 0.920222503195055 0.920222467943277 0.920222408885303 0.920222545924487 0.920222503727018 0.920222482962847 0.920222428499974 0.920222379945684 0.920222323481708 0.920222256559807 0.920222203233678 0.9202221379257 0.920222249480831 0.920222207531563 0.920222164231139 0.920222151556616 0.920222042617996 0.920222067565876 0.92022205806659 0.920222033621474 0.92022196867209 0.920221971960185 0.920221971960185 0.920222019928526 0.920222019928526 0.920222066203167 0.920222004551303 0.920222003833442 0.920221995268525 0.920221995268525 0.920221995268525 0.920221986436815 0.920221986436815 0.920221984978505 0.920225973232276 0.920230991477511 0.920235115034278 0.920236090787618 0.920242273655584 0.92065665415812 0.92081331090789 0.919814293871889 0.918672121551581 0.60929466207671 0.136304623857991 2.92815452032229e-06 5.41022777146648e-07 0.0420566793621386 0.00353542570061418 4.42445299766333e-07 3.21683099314150e-07 2.53851950580078e-08 2.48985942893421e-07 5.21554802489891e-07 0.00132030166747083 0.136737220885459 0.128656141782508 0.168942058425677 0.189950315244106 0.179001631922799 0.179893475916845 0.177275428292474 0.183905713945885 0.183880315159915 0.183872742529326 0.183849920970451 0.183617998519630 0.183727487754915 0.183692517188319 0.183644491928037
